"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"10154",1280000,1042900,447700,438100,308700,908600,515200,977000,889100,1853100
"10155",1280700,1057800,443800,439400,315000,912300,519700,961500,878000,1864400
"10156",1246300,1058400,407400,419400,281300,847500,501800,933900,849900,1797600
"10157",1253800,1075000,425100,425900,294200,878100,510900,965900,871800,1867000
"10158",1259500,1039200,423700,438300,297000,855300,508600,966000,885500,1868600
"10159",1260700,1013400,437200,434300,309800,892800,509900,965800,883000,1855600
"10160",1293600,1098400,466800,444900,324100,906400,511400,977500,869900,1878100
"10161",1256100,1010000,425000,430200,307900,880100,506200,934500,855000,1832400
"10162",1258900,1039400,423500,438100,296600,854900,508400,966000,885500,1868000
"10163",1271800,1019000,418900,428000,295300,858700,509700,953000,871700,1861400
"10164",1285400,985000,413500,456400,315500,888100,502200,992200,899700,1840200
"10165",1295500,1161200,497400,470300,341400,939400,524200,979100,861400,1909000
"10166",1280900,1057100,443800,439400,315200,912500,519900,961500,877800,1864900
"10167",1294400,1098800,467000,445000,324200,906800,511800,977800,870300,1878200
"10168",1258400,1038900,423100,437800,296100,854300,508100,965600,885000,1867200
"10169",1246800,1059200,407400,419600,281400,847700,502200,934200,850300,1798200
"10170",1255100,1063900,416900,429100,293400,864000,509000,940400,855700,1818500
"10171",1257800,1037600,423000,437500,296000,853900,508100,965300,884600,1866900
"10172",1316300,1167500,483500,463900,333800,935900,525300,996300,881200,1958900
"10173",1279500,1043000,447400,438000,308500,908300,514900,976500,888700,1852800
"10174",1256100,1009800,425000,430200,308000,880400,506300,935000,855100,1832600
"10175",1280700,1057400,443800,439400,315300,912800,520000,961500,878000,1865400
"10176",1296000,1161700,497400,470500,341600,939100,524300,979400,861700,1909700
"10177",1272200,1086900,431400,430200,299700,877900,512800,961100,868800,1868800
"10178",1260400,1012000,437000,434200,309800,891900,509800,965700,883000,1855500
"10179",1294700,1098400,467000,445100,324300,907000,511700,977900,870100,1878800
"10180",1255700,1009200,425000,430100,307900,879900,506100,934800,855100,1832100
"10181",1315800,1167200,483200,463500,333600,935000,525000,995700,880800,1957900
"10182",1294800,1098900,467000,445100,324400,907100,511800,978000,870500,1878800
"10183",1306600,1181000,494400,469100,344000,952300,532600,995800,879300,1964000
"10184",1247300,1058700,407400,419600,281400,848000,502200,934100,850400,1798100
"10185",1256100,1065900,417300,429900,293400,865100,509400,941200,856700,1819900
"10186",1264300,968400,416300,445600,302500,840900,491300,977700,895400,1880400
"10187",1257900,1037200,423100,437700,295900,854300,508100,965400,884600,1866600
"10188",1279200,1042900,447300,437900,308500,908100,514800,976200,888600,1852200
"10189",1280500,1056300,443700,439200,315200,912100,519800,961100,877700,1864900
"10190",1254000,1076600,425700,426000,294300,878400,510900,966000,871800,1867200
"10191",1272300,1086400,431800,430200,299800,878000,512700,961100,868700,1868900
"10192",1294700,1099200,467300,445100,324500,907300,512100,978200,870600,1879200
"10193",1256200,1067400,417400,430000,293500,864900,509600,941400,856700,1820600
"10194",1255600,1009800,424500,430000,307900,880300,506000,934900,855000,1832200
"10195",1272300,1019200,419100,427900,295200,859100,509900,953200,871900,1861800
"10196",1257500,1037500,423000,437500,295900,853800,507600,964800,884200,1867400
"10197",1279900,1056100,443600,439100,315300,912100,519700,961100,877600,1864400
"10198",1259700,1013500,437200,434000,309600,892000,510000,966000,883700,1854400
"10199",1247900,1059400,407800,420200,282000,848600,502500,934800,850800,1798300
"10200",1306200,1180700,494600,469000,344000,952500,532400,996000,879200,1964200
"10201",1255900,1009300,424500,429900,307600,880100,506100,934800,855100,1832600
"10202",1264300,969100,416400,445800,302500,841000,491400,978000,895600,1879200
"10203",1296300,1162200,497300,470400,341800,939500,524500,979400,861700,1910400
"10204",1316200,1167300,483400,464000,333700,935600,525300,996000,880900,1958300
"10205",1279600,1042900,447500,438300,308500,908500,514900,976700,888900,1853000
"10206",1258200,1037300,423400,437900,296100,854400,507900,965400,884500,1868300
"10207",1280000,1056400,443600,439100,315400,912300,519800,960900,877500,1864600
"10208",1248000,1060000,407700,420000,281700,848800,502700,934500,850700,1798300
"10209",1255400,1054000,423900,430600,288000,867300,512500,963200,870500,1887800
"10210",1272800,1019900,419300,427900,295200,859200,510200,953600,872100,1862000
"10211",1256000,1008600,424600,430000,307600,880400,506300,935100,855300,1832600
"10212",1279600,1055600,443400,439000,315600,911800,519800,960600,877300,1864500
"10213",1292300,1124300,463900,447100,330500,916200,518300,974500,874000,1921900
"10214",1255700,1066500,417300,429800,293300,864600,509500,941300,856300,1821400
"10215",1248900,1060600,408000,420300,281800,849000,502800,935200,850900,1799000
"10216",1258100,1036600,422900,437800,296200,854200,507800,965100,884300,1867600
"10217",1260100,1013200,437200,433900,309600,892600,510300,966000,883800,1855500
"10218",1260500,1012200,437400,434200,309800,893600,510600,966600,884500,1856100
"10219",1255600,1054200,424000,430400,288200,867500,512600,963400,870500,1887800
"10220",1248800,1061500,408100,420300,281800,849300,502700,935100,850800,1798800
"10221",1256100,1008300,424600,430000,307700,880700,506300,935100,855400,1833100
"10222",1285500,983700,414000,456600,315500,888100,502100,992300,899700,1842800
"10223",1315900,1166900,483200,464000,333800,934900,525200,996000,880900,1957600
"10224",1272500,1019800,419100,427800,294900,858800,510000,953700,872000,1861300
"10225",1294800,1100000,467200,445300,324500,907500,512000,978300,870700,1879200
"10226",1292100,1124400,463600,446900,330400,915700,518100,974600,873600,1921900
"10227",1261000,1012800,437400,434000,309900,893300,510600,966400,884400,1855200
"10228",1279500,1054800,443100,438700,315200,911000,519600,960300,877400,1864100
"10229",1249100,1061300,408200,420400,281800,849300,503100,935500,850800,1798800
"10230",1272400,1085500,431900,430200,299700,877800,512600,960900,868400,1869500
"10231",1272700,1019800,419200,427700,295000,858800,510200,953900,872200,1861800
"10232",1250000,1063700,408600,420900,282100,849500,503200,935500,851000,1799300
"10233",1264100,969800,416300,445800,302600,841500,491600,977600,895600,1880300
"10234",1296500,1162900,497200,470500,341900,939600,524500,979300,861500,1911000
"10235",1270400,1084200,431200,429600,299000,876600,511900,960300,867500,1867200
"10236",1307500,1180500,494900,469000,344200,952800,532500,996100,879500,1965100
"10237",1256300,1009800,424600,430300,308000,880900,506400,935200,855700,1833000
"10238",1294800,1100400,467200,445300,324500,907400,511900,978500,870400,1879100
"10239",1249900,1062300,408500,420700,282100,849400,503000,935600,850700,1799600
"10240",1254200,1078400,426300,426500,294900,878600,511500,965900,871900,1867900
"10241",1280400,1043500,447700,438800,308500,909500,515400,976900,889400,1854500
"10242",1257600,1034000,423000,438000,296200,854200,507700,966500,884500,1867700
"10243",1279900,1055200,443200,438900,315300,911600,519600,960200,877400,1863800
"10244",1273400,1021000,419400,427900,295000,859300,510600,954300,872200,1862300
"10245",1316500,1166500,483200,463900,333800,935500,525200,996200,880800,1958300
"10246",1256100,1053800,424100,430100,287800,867300,512600,963700,870700,1886900
"10247",1292500,1124700,463600,446900,330500,915700,518000,974500,873700,1920600
"10248",1256600,1010000,424800,430300,308000,881400,506700,935700,855900,1834400
"10249",1249900,1061600,408500,420800,282100,849100,503000,935400,850800,1799200
"10250",1260800,1011700,437500,433800,309800,893200,510200,966500,884300,1855300
"10251",1256100,1067300,417100,429900,293000,864800,509500,941000,856600,1822000
"10252",1264300,968500,416100,445600,302700,841400,491400,977700,896100,1880200
"10253",1277900,1026000,451000,436000,312800,900500,510600,974100,888100,1866400
"10254",1294500,1100700,467100,445200,324500,907200,511800,978200,870300,1878400
"10255",1256400,1009700,424700,430400,308100,881400,506800,935600,856300,1833700
"10256",1307500,1180200,495200,469300,344500,953000,532400,996300,879700,1964500
"10257",1281100,1045200,448000,439200,308500,910400,515600,978100,889700,1856600
"10258",1279600,1054300,443100,438700,315500,910800,519700,960200,877200,1864300
"10259",1296300,1162800,497200,470300,341800,939400,524300,979600,861600,1911900
"10260",1293000,1124700,463500,447000,330500,916000,518200,974700,873800,1921700
"10261",1281200,1044800,448000,439100,308400,910300,515600,978200,889600,1855500
"10262",1263900,968500,416000,445400,302500,841100,491500,977600,895900,1880100
"10263",1257700,1032800,422800,437700,295600,853500,507400,965900,884400,1866700
"10264",1254000,1077700,426300,426400,294900,878400,511300,965900,871800,1865600
"10265",1255200,1065000,416600,429200,292600,864000,509100,940900,855800,1822400
"10266",1256600,1054000,424100,430100,288100,867500,512700,963900,870900,1887600
"10267",1293100,1125600,463700,447300,330600,916700,518600,975400,874300,1922200
"10268",1256700,1031000,422300,436900,295300,852800,506900,965300,883000,1865900
"10269",1297200,1162900,497300,470400,341900,939600,524400,979800,861800,1912300
"10270",1250600,1063300,408900,421000,282400,849900,503100,935700,850900,1799800
"10271",1256400,1009700,424700,430400,308000,881500,506800,936000,856400,1834200
"10272",1297500,1163300,497300,470500,341900,940000,524400,980200,861900,1913000
"10273",1260600,1011400,437500,433800,309700,893100,510100,966400,883900,1854500
"10274",1285600,984400,414300,456500,315400,887100,502200,992400,899600,1845300
"10275",1293400,1126000,463900,447400,330600,917100,518900,975300,874600,1923100
"10276",1294300,1100600,466800,445100,324500,906400,511600,977600,870000,1877900
"10277",1256500,1031300,422100,436600,295500,852700,506900,965000,883000,1867200
"10278",1255800,1065200,416500,429000,292600,864700,509300,941200,856100,1823100
"10279",1260100,1011300,437200,433600,309600,892300,509900,965900,883700,1853900
"10280",1256900,1010300,424900,430500,308100,882100,507100,936300,856400,1833600
"10281",1263800,968200,415900,445000,302500,840900,491400,977400,896100,1879500
"10282",1255800,1030800,421900,436400,295200,852300,506600,964500,882400,1867400
"10283",1250500,1063300,409000,421200,281900,849500,503300,935600,850800,1800200
"10284",1280700,1055200,443400,438800,315600,911500,519800,960400,877500,1864300
"10285",1307000,1179400,495100,469200,344200,952600,532300,996000,879700,1964000
"10286",1259400,1010000,436800,433500,309500,891800,509900,965500,882900,1853800
"10287",1257700,1011900,425100,430900,308200,882800,507200,936700,856800,1834500
"10288",1255800,1031800,422100,436300,295300,851000,506600,964400,882200,1867400
"10289",1273300,1021400,419500,428100,295000,859600,510700,954700,872700,1862900
"10290",1316900,1165200,483000,463500,333600,934700,525200,996000,880400,1957300
"10291",1259400,1009200,436600,433500,309500,891600,509800,965000,882600,1853800
"10292",1256400,1053300,423800,430200,288100,867100,512700,963500,870800,1886800
"10293",1297000,1163900,497200,470400,341900,940200,524700,980300,862000,1912000
"10294",1250800,1063800,409100,421300,281900,849900,503400,935800,850800,1799600
"10295",1253200,1076100,426200,426300,294900,877700,511300,965800,871700,1864600
"10296",1255700,1031600,422000,436200,295300,850700,506600,964200,882100,1867500
"10297",1317100,1164500,482800,463300,333500,934300,525000,995500,880300,1956200
"10298",1280400,1043700,447900,439100,307800,909000,515500,977700,889200,1854800
"10299",1256200,1064900,416700,428900,292400,864100,509100,940800,856500,1822800
"10300",1317400,1164500,482800,463300,333400,934200,524900,995500,879800,1956700
"10301",1273200,1021300,419100,427900,295000,859300,510700,954700,872800,1862800
"10302",1251200,1067000,409400,421700,282400,850100,503800,936000,850900,1801200
"10303",1317100,1164000,482700,463300,333300,933500,524400,994700,879200,1956600
"10304",1258300,1012200,425100,430700,308300,883400,507400,936900,857000,1835600
"10305",1256400,1054300,423900,430300,288100,867100,512700,963600,871000,1886100
"10306",1259800,1009800,436600,433200,309600,892300,509900,965000,882600,1854200
"10307",1255200,1030000,421800,436000,295100,850000,506400,964100,881900,1865500
"10308",1263600,969000,416200,445000,302800,841300,491600,977900,896200,1879900
"10309",1295300,1098800,466800,444800,324500,905800,511300,977500,870000,1878200
"10310",1280300,1054800,443500,438900,315600,911600,519800,960700,877500,1864600
"10311",1279800,1041800,447800,438800,307600,908600,515400,977300,889100,1854700
"10312",1258900,1012700,425300,431100,308500,884400,507600,937200,857300,1836100
"10313",1253300,1075800,426000,426100,294900,877400,511100,965700,871800,1864500
"10314",1270100,1083600,431200,429200,299500,876900,511700,960300,867700,1868100
"10315",1257100,1055400,424200,430600,288200,867500,512900,964000,871000,1887000
"10316",1272500,1020500,419000,427800,295200,858500,510400,954700,872700,1863000
"10317",1259700,1013200,425400,431100,308400,884500,507700,937300,857500,1836700
"10318",1317500,1164000,482500,463300,333200,933600,524700,995100,879200,1956800
"10319",1272400,1020400,419000,427700,295600,858700,510400,954700,872700,1862400
"10320",1264000,968300,416300,445000,302800,841200,491700,977800,896300,1879900
"10321",1307000,1179700,495100,469200,344100,952800,532100,996200,879600,1965200
"10322",1279600,1030300,451500,436900,313700,902300,511600,974600,889100,1867800
"10323",1278800,1030200,451600,436900,313800,902400,511400,974700,889100,1867800
"10324",1259200,1011800,425300,431000,308200,883800,507500,937100,857300,1835900
"10325",1296500,1164800,497300,470600,342000,940400,524700,980500,862100,1911200
"10326",1294900,1098700,466800,444900,324500,906200,511500,977400,870000,1878200
"10327",1272000,1020000,418800,427700,295600,858400,510200,954500,872300,1861800
"10328",1257000,1057000,424300,430700,288000,867700,512900,964100,871200,1887900
"10329",1278600,1029900,451700,436800,313700,901500,511300,974200,888700,1867300
"10330",1263500,968100,416000,444900,302700,841000,491800,977800,896300,1880100
"10331",1271900,1019900,418800,427600,295500,858300,510000,954300,872300,1862100
"10332",1307500,1180000,495300,469400,344200,953100,532300,996500,879900,1965200
"10333",1316900,1164600,482200,463000,333100,933400,524300,994500,878800,1956200
"10334",1256500,1065400,416800,429400,292800,864700,509600,941100,856400,1824700
"10335",1255800,1030200,422100,436100,295800,850700,506900,963900,881800,1866300
